query,context,response,label
"This band gets it's name from a line that ran through Flint, Michigan and created Thirty Years of Funk: 1969-1999","Thirty Years of Funk: 1969–1999 (also known as The Anthology) is a 1999 box set by Grand Funk Railroad, containing three new songs and several previously unreleased songs.Grand Funk Railroad, sometimes shortened as Grand Funk, is an American rock band popular during the 1970s, when they toured extensively and played to packed arenas worldwide. The band's name is a play on words of the Grand Trunk Western Railroad, a line that ran through the band's home town of Flint, Michigan.",Grand Funk Railroad,1
"This band gets it's name from a line that ran through Flint, Michigan and created Thirty Years of Funk: 1969-1999","Thirty Years of Funk: 1969–1999 (also known as The Anthology) is a 1999 box set by Grand Funk Railroad, containing three new songs and several previously unreleased songs.Grand Funk Railroad, sometimes shortened as Grand Funk, is an American rock band popular during the 1970s, when they toured extensively and played to packed arenas worldwide. The band's name is a play on words of the Grand Trunk Western Railroad, a line that ran through the band's home town of Flint, Michigan.","The band that runs through Flint, Michigan and created Thirty Years of Funk: 1969-1999 is called Railroad Funk.",0
"What county do both Edward John Primeau and Rochester Hills, Michigan have in common?","Edward John Primeau is an American audio and video forensics expert based in Rochester Hills, Michigan.Rochester Hills is a city in northeast Oakland County of the U.S. state of Michigan, in the northern outskirts of Metropolitan Detroit area.",Oakland County,1
"What county do both Edward John Primeau and Rochester Hills, Michigan have in common?","Edward John Primeau is an American audio and video forensics expert based in Rochester Hills, Michigan.Rochester Hills is a city in northeast Oakland County of the U.S. state of Michigan, in the northern outskirts of Metropolitan Detroit area.",Edward John Primeau and Rochester Hills are located in different counties.,0
 What nationality was James Henry Miller's wife?,"Margaret ""Peggy"" Seeger (born June 17, 1935) is an American folksinger. She is also well known in Britain, where she has lived for more than 30 years, and was married to the singer and songwriter Ewan MacColl until his death in 1989.James Henry Miller (25 January 1915 – 22 October 1989), better known by his stage name Ewan MacColl, was an English folk singer, songwriter, communist, labour activist, actor, poet, playwright and record producer.",American,1
 What nationality was James Henry Miller's wife?,"Margaret ""Peggy"" Seeger (born June 17, 1935) is an American folksinger. She is also well known in Britain, where she has lived for more than 30 years, and was married to the singer and songwriter Ewan MacColl until his death in 1989.James Henry Miller (25 January 1915 – 22 October 1989), better known by his stage name Ewan MacColl, was an English folk singer, songwriter, communist, labour activist, actor, poet, playwright and record producer.",James Henry Miller's wife was British.,0
"When was the second promotional single from the album that contained ""State of Grace"" released?","""State of Grace"" is a song by American singer-songwriter Taylor Swift from her fourth studio album ""Red"" (2012). It was released on October 2, 2012, in the US by Big Machine Records as the second promotional single from ""Red"" in 2012 and serves as the album's fifth single on June 21, 2013.","October 2, 2012",1
"When was the second promotional single from the album that contained ""State of Grace"" released?","""State of Grace"" is a song by American singer-songwriter Taylor Swift from her fourth studio album ""Red"" (2012). It was released on October 2, 2012, in the US by Big Machine Records as the second promotional single from ""Red"" in 2012 and serves as the album's fifth single on June 21, 2013.","The second single from ""Red"" was released in October.",0
What coming-of-age thriller did a great-nephew of John F. Kennedy star in?,"Go North is a coming-of-age thriller film directed by Matt Ogens and co-written by Kyle Lierman and Ogens.Patrick Arnold Shriver Schwarzenegger (born September 18, 1993) is an American actor and model. He is the elder son of Arnold Schwarzenegger and Maria Shriver. A member of the Kennedy family, Schwarzenegger is also a great-nephew of John F. Kennedy, the 35th President of the United States, as well as the late United States Senators Robert F. Kennedy and Ted Kennedy.",Go North,1
What coming-of-age thriller did a great-nephew of John F. Kennedy star in?,"Go North is a coming-of-age thriller film directed by Matt Ogens and co-written by Kyle Lierman and Ogens.Patrick Arnold Shriver Schwarzenegger (born September 18, 1993) is an American actor and model. He is the elder son of Arnold Schwarzenegger and Maria Shriver. A member of the Kennedy family, Schwarzenegger is also a great-nephew of John F. Kennedy, the 35th President of the United States, as well as the late United States Senators Robert F. Kennedy and Ted Kennedy.",The thriller film starred John F. Kennedy's great nephew.,0
"What band from Savannah, Georgia did the singer singer John Dyer Bailey sing for?"," Artwork and design were by Baroness singer John Dyer Baizley.Baroness is an American heavy metal band from Savannah, Georgia whose original members grew up together in Lexington, Virginia.",Baroness,1
"What band from Savannah, Georgia did the singer singer John Dyer Bailey sing for?"," Artwork and design were by Baroness singer John Dyer Baizley.Baroness is an American heavy metal band from Savannah, Georgia whose original members grew up together in Lexington, Virginia.",John Dyer Baizley sang for Metallica.,0
What postmaster was the indirect namesake of Urge Overkill's second EP?,"Stull is the second extended play by the alternative rock band Urge Overkill. The EP's title is a reference to Stull Cemetery, located just west of Lawrence, Kansas. Founded in the mid-1800s, the settlement was initially known as Deer Creek before it was renamed after its first postermaster, Sylvester Stull.",Sylvester Stull,1
What postmaster was the indirect namesake of Urge Overkill's second EP?,"Stull is the second extended play by the alternative rock band Urge Overkill. The EP's title is a reference to Stull Cemetery, located just west of Lawrence, Kansas. Founded in the mid-1800s, the settlement was initially known as Deer Creek before it was renamed after its first postermaster, Sylvester Stull.",Sylvester Stallone,0
Terri Lynn Land lost the general election to a politician who was the U.S. Representative for what?,"Terri Lynn Land (born June 30, 1958) is an American politician who served as Michigan's 41st Secretary of State. She was the Republican nominee for the 2014 United States Senate race in Michigan, but lost in the general election to Gary Peters.Gary Charles Peters (born December 1, 1958) is an American politician and businessman who is the junior United States Senator from Michigan. A member of the Democratic Party, he was the U.S. Representative for Michigan 's 14 congressional district from 2013 until his election to the Senate.",Michigan 's 14 congressional district,1
Terri Lynn Land lost the general election to a politician who was the U.S. Representative for what?,"Terri Lynn Land (born June 30, 1958) is an American politician who served as Michigan's 41st Secretary of State. She was the Republican nominee for the 2014 United States Senate race in Michigan, but lost in the general election to Gary Peters.Gary Charles Peters (born December 1, 1958) is an American politician and businessman who is the junior United States Senator from Michigan. A member of the Democratic Party, he was the U.S. Representative for Michigan 's 14 congressional district from 2013 until his election to the Senate.",Terri Lynn Land lost the general election to a politician who was the U.S. Representative for the state of Michigan.,0
